window_start,market,side,entry_price,original_outcome,original_won,original_pnl,exit_triggered,exit_action,exit_reason,exit_price,defense_pnl,defense_saved,flip_triggered,flip_side,flip_pnl
2026-02-04T23:15:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-04T23:30:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-04T23:45:00,BTC15m,DOWN,0.9960,DOWN,YES,+0.0040,NO,,,,,,NO,,
2026-02-05T00:00:00,BTC15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.350+prob_dropping:87%,0.8700,-0.0850,,NO,,
2026-02-05T00:30:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T00:45:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T01:00:00,BTC15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-05T01:15:00,BTC15m,UP,0.9650,UP,YES,+0.0350,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.395+prob_dropping:74%,0.7350,-0.2300,,NO,,
2026-02-05T01:30:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T01:45:00,BTC15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-05T02:15:00,BTC15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-05T02:30:00,BTC15m,UP,0.9750,UP,YES,+0.0250,NO,,,,,,NO,,
2026-02-05T02:45:00,BTC15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-05T03:15:00,BTC15m,DOWN,0.9500,DOWN,YES,+0.0500,NO,,,,,,NO,,
2026-02-05T03:30:00,BTC15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-05T03:45:00,BTC15m,UP,0.9750,UP,YES,+0.0250,NO,,,,,,NO,,
2026-02-05T04:00:00,BTC15m,UP,0.9500,UP,YES,+0.0500,NO,,,,,,NO,,
2026-02-05T04:15:00,BTC15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-05T04:30:00,BTC15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-05T04:45:00,BTC15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-05T05:00:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T05:15:00,BTC15m,UP,0.9750,UP,YES,+0.0250,NO,,,,,,NO,,
2026-02-05T05:45:00,BTC15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-05T06:00:00,BTC15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-05T06:15:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T06:30:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T06:45:00,BTC15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.384+prob_dropping:89%,0.8870,-0.0680,,NO,,
2026-02-05T07:00:00,BTC15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-05T07:15:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T07:30:00,BTC15m,DOWN,0.9750,DOWN,YES,+0.0250,YES,FLIP,flip:4/5_signals,0.9940,+0.0190,,YES,UP,-0.4970
2026-02-05T07:45:00,BTC15m,DOWN,0.9950,DOWN,YES,+0.0050,NO,,,,,,NO,,
2026-02-05T08:00:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T08:15:00,BTC15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-05T08:30:00,BTC15m,UP,0.9600,UP,YES,+0.0400,NO,,,,,,NO,,
2026-02-05T08:45:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T09:00:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T09:15:00,BTC15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-05T09:30:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T09:45:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T10:15:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T10:30:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T10:45:00,BTC15m,UP,0.9750,UP,YES,+0.0250,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.600+prob_dropping:89%,0.8940,-0.0810,,NO,,
2026-02-05T11:00:00,BTC15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_TIME,time_exit:remaining=27s_prob=85%,0.8500,-0.1050,,NO,,
2026-02-05T11:15:00,BTC15m,UP,0.9650,UP,YES,+0.0350,NO,,,,,,NO,,
2026-02-05T11:30:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T11:45:00,BTC15m,DOWN,0.9935,DOWN,YES,+0.0065,NO,,,,,,NO,,
2026-02-05T12:00:00,BTC15m,DOWN,0.9790,DOWN,YES,+0.0210,NO,,,,,,NO,,
2026-02-05T12:15:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T12:30:00,BTC15m,UP,0.9750,UP,YES,+0.0250,NO,,,,,,NO,,
2026-02-05T13:00:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T13:15:00,BTC15m,UP,0.9960,UP,YES,+0.0040,NO,,,,,,NO,,
2026-02-05T13:30:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T13:45:00,BTC15m,UP,0.9900,UP,YES,+0.0100,NO,,,,,,NO,,
2026-02-05T14:00:00,BTC15m,DOWN,0.9910,DOWN,YES,+0.0090,NO,,,,,,NO,,
2026-02-05T14:30:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T14:45:00,BTC15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-05T15:00:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T15:15:00,BTC15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-05T15:45:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T16:15:00,BTC15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-05T16:45:00,BTC15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-05T17:00:00,BTC15m,DOWN,0.9500,DOWN,YES,+0.0500,NO,,,,,,NO,,
2026-02-05T17:15:00,BTC15m,DOWN,0.9960,DOWN,YES,+0.0040,NO,,,,,,NO,,
2026-02-05T17:30:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T17:45:00,BTC15m,DOWN,0.9650,UP,NO,-0.9650,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:+0.477+prob_dropping:82%,0.8235,-0.1415,+0.8235,NO,,
2026-02-05T18:00:00,BTC15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-05T18:15:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T18:30:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T18:45:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T19:00:00,BTC15m,UP,0.9500,UP,YES,+0.0500,NO,,,,,,NO,,
2026-02-05T19:15:00,BTC15m,DOWN,0.9550,UP,NO,-0.9550,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:+0.644+prob_dropping:89%,0.8915,-0.0635,+0.8915,NO,,
2026-02-05T20:00:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T20:15:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T20:30:00,BTC15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-05T20:45:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T21:00:00,BTC15m,DOWN,0.9900,DOWN,YES,+0.0100,NO,,,,,,NO,,
2026-02-05T21:15:00,BTC15m,UP,0.9650,UP,YES,+0.0350,NO,,,,,,NO,,
2026-02-05T21:30:00,BTC15m,UP,0.9940,UP,YES,+0.0060,NO,,,,,,NO,,
2026-02-05T21:45:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T22:00:00,BTC15m,UP,0.9935,UP,YES,+0.0065,NO,,,,,,NO,,
2026-02-05T22:15:00,BTC15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-05T22:30:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T22:45:00,BTC15m,UP,0.9900,UP,YES,+0.0100,NO,,,,,,NO,,
2026-02-05T23:00:00,BTC15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-05T23:15:00,BTC15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-05T23:30:00,BTC15m,UP,0.9750,UP,YES,+0.0250,NO,,,,,,NO,,
2026-02-05T23:45:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T00:00:00,BTC15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-06T00:15:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T00:30:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T00:45:00,BTC15m,DOWN,0.9805,DOWN,YES,+0.0195,NO,,,,,,NO,,
2026-02-06T01:00:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T01:15:00,BTC15m,UP,0.9750,UP,YES,+0.0250,NO,,,,,,NO,,
2026-02-06T01:30:00,BTC15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-06T01:45:00,BTC15m,UP,0.9650,UP,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T02:00:00,BTC15m,UP,0.9605,UP,YES,+0.0395,NO,,,,,,NO,,
2026-02-06T02:15:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:+0.386+prob_dropping:84%,0.8350,-0.1200,,NO,,
2026-02-06T02:30:00,BTC15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-06T02:45:00,BTC15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-06T03:00:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T03:15:00,BTC15m,DOWN,0.9895,DOWN,YES,+0.0105,NO,,,,,,NO,,
2026-02-06T03:30:00,BTC15m,DOWN,0.9865,DOWN,YES,+0.0135,NO,,,,,,NO,,
2026-02-06T04:00:00,BTC15m,DOWN,0.9550,UP,NO,-0.9550,YES,EXIT_TIME,time_exit:remaining=23s_prob=88%,0.8850,-0.0700,+0.8850,NO,,
2026-02-06T04:15:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:+0.409+prob_dropping:86%,0.8650,-0.0900,,NO,,
2026-02-06T04:30:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T04:45:00,BTC15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T05:00:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T05:15:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T05:30:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,YES,EXIT_TIME,time_exit:remaining=59s_prob=86%,0.8550,-0.1000,,NO,,
2026-02-06T05:45:00,BTC15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_TIME,time_exit:remaining=60s_prob=88%,0.8850,-0.0700,,NO,,
2026-02-06T06:00:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T06:15:00,BTC15m,UP,0.9650,UP,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T06:30:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T07:00:00,BTC15m,DOWN,0.9550,UP,NO,-0.9550,YES,EXIT_TIME,time_exit:remaining=25s_prob=78%,0.7750,-0.1800,+0.7750,NO,,
2026-02-06T07:15:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T07:45:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T08:15:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T08:30:00,BTC15m,UP,0.9500,UP,YES,+0.0500,NO,,,,,,NO,,
2026-02-06T08:45:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T09:00:00,BTC15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T09:45:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T10:00:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T10:30:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T10:45:00,BTC15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_TIME,time_exit:remaining=29s_prob=88%,0.8850,-0.0700,,NO,,
2026-02-06T11:00:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T11:15:00,BTC15m,DOWN,0.9750,DOWN,YES,+0.0250,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:+0.479+prob_dropping:88%,0.8850,-0.0900,,NO,,
2026-02-06T11:30:00,BTC15m,UP,0.9875,UP,YES,+0.0125,NO,,,,,,NO,,
2026-02-06T12:00:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T12:15:00,BTC15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.393+prob_dropping:84%,0.8350,-0.1200,,NO,,
2026-02-06T12:30:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T12:45:00,BTC15m,DOWN,0.9650,DOWN,YES,+0.0350,YES,EXIT_TIME,time_exit:remaining=36s_prob=88%,0.8850,-0.0800,,NO,,
2026-02-06T13:00:00,BTC15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-06T13:15:00,BTC15m,UP,0.9500,UP,YES,+0.0500,NO,,,,,,NO,,
2026-02-06T13:30:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T13:45:00,BTC15m,UP,0.9500,UP,YES,+0.0500,NO,,,,,,NO,,
2026-02-06T14:00:00,BTC15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.350+prob_dropping:84%,0.8450,-0.1100,,NO,,
2026-02-06T14:15:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T14:30:00,BTC15m,UP,0.9650,UP,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T14:45:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:+0.524+prob_dropping:89%,0.8900,-0.0650,,NO,,
2026-02-06T15:00:00,BTC15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-06T15:15:00,BTC15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-06T15:30:00,BTC15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-06T15:45:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T16:15:00,BTC15m,UP,0.9750,UP,YES,+0.0250,NO,,,,,,NO,,
2026-02-06T16:30:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T16:45:00,BTC15m,UP,0.9750,UP,YES,+0.0250,NO,,,,,,NO,,
2026-02-06T17:00:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T17:15:00,BTC15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.352+prob_dropping:85%,0.8500,-0.1050,,NO,,
2026-02-06T17:30:00,BTC15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T17:45:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:+0.353+prob_dropping:90%,0.8950,-0.0600,,NO,,
2026-02-06T18:15:00,BTC15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-06T18:30:00,BTC15m,DOWN,0.9500,DOWN,YES,+0.0500,YES,EXIT_TIME,time_exit:remaining=58s_prob=88%,0.8850,-0.0650,,NO,,
2026-02-06T18:45:00,BTC15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_TIME,time_exit:remaining=57s_prob=86%,0.8550,-0.1000,,NO,,
2026-02-06T19:00:00,BTC15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.373+prob_dropping:76%,0.7600,-0.1950,,NO,,
2026-02-06T19:15:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T19:30:00,BTC15m,UP,0.9800,UP,YES,+0.0200,NO,,,,,,NO,,
2026-02-06T19:45:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T20:00:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T20:15:00,BTC15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-06T20:30:00,BTC15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.363+prob_dropping:86%,0.8550,-0.1000,,NO,,
2026-02-06T20:45:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T21:00:00,BTC15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-06T21:30:00,BTC15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-06T21:45:00,BTC15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-06T22:00:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T22:15:00,BTC15m,UP,0.9650,UP,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T22:30:00,BTC15m,UP,0.9750,UP,YES,+0.0250,NO,,,,,,NO,,
2026-02-06T22:45:00,BTC15m,UP,0.9670,UP,YES,+0.0330,NO,,,,,,NO,,
2026-02-06T23:45:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T00:00:00,BTC15m,UP,0.9650,UP,YES,+0.0350,NO,,,,,,NO,,
2026-02-07T00:15:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T00:30:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T00:45:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T01:00:00,BTC15m,UP,0.9650,UP,YES,+0.0350,NO,,,,,,NO,,
2026-02-07T01:15:00,BTC15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-07T01:30:00,BTC15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-07T02:00:00,BTC15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.459+prob_dropping:88%,0.8800,-0.0750,,NO,,
2026-02-07T02:15:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T02:45:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T03:15:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T03:30:00,BTC15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-07T03:45:00,BTC15m,DOWN,0.9925,DOWN,YES,+0.0075,NO,,,,,,NO,,
2026-02-07T04:00:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T04:30:00,BTC15m,UP,0.9500,UP,YES,+0.0500,NO,,,,,,NO,,
2026-02-07T04:45:00,BTC15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-07T05:00:00,BTC15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.402+prob_dropping:84%,0.8400,-0.1150,,NO,,
2026-02-07T05:15:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T05:45:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T06:00:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T06:15:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T06:30:00,BTC15m,DOWN,0.9885,DOWN,YES,+0.0115,NO,,,,,,NO,,
2026-02-07T07:00:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T07:15:00,BTC15m,UP,0.9550,DOWN,NO,-0.9550,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.574+prob_dropping:76%,0.7650,-0.1900,+0.7650,NO,,
2026-02-07T07:30:00,BTC15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-07T07:45:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T08:30:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T08:45:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T09:00:00,BTC15m,UP,0.9920,UP,YES,+0.0080,NO,,,,,,NO,,
2026-02-07T09:15:00,BTC15m,UP,0.9750,UP,YES,+0.0250,NO,,,,,,NO,,
2026-02-07T09:30:00,BTC15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-07T09:45:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T10:15:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T10:30:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T10:45:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T11:00:00,BTC15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-07T11:30:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:+0.439+prob_dropping:90%,0.8995,-0.0555,,NO,,
2026-02-07T11:45:00,BTC15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-07T12:00:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T12:15:00,BTC15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-07T12:45:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T13:00:00,BTC15m,UP,0.9750,UP,YES,+0.0250,NO,,,,,,NO,,
2026-02-07T13:15:00,BTC15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-07T13:45:00,BTC15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-07T14:00:00,BTC15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T14:15:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T14:30:00,BTC15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-04T23:15:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-04T23:30:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
