window_start,market,side,entry_price,original_outcome,original_won,original_pnl,exit_triggered,exit_action,exit_reason,exit_price,defense_pnl,defense_saved,flip_triggered,flip_side,flip_pnl
2026-02-04T23:45:00,ETH15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-05T00:00:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T00:15:00,ETH15m,DOWN,0.9500,DOWN,YES,+0.0500,NO,,,,,,NO,,
2026-02-05T00:45:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T01:00:00,ETH15m,DOWN,0.9895,DOWN,YES,+0.0105,NO,,,,,,NO,,
2026-02-05T01:15:00,ETH15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.351+prob_dropping:80%,0.8050,-0.1500,,NO,,
2026-02-05T01:30:00,ETH15m,UP,0.9650,UP,YES,+0.0350,NO,,,,,,NO,,
2026-02-05T01:45:00,ETH15m,DOWN,0.9880,DOWN,YES,+0.0120,NO,,,,,,NO,,
2026-02-05T02:00:00,ETH15m,UP,0.9650,UP,YES,+0.0350,NO,,,,,,NO,,
2026-02-05T02:15:00,ETH15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-05T02:30:00,ETH15m,UP,0.9650,UP,YES,+0.0350,NO,,,,,,NO,,
2026-02-05T02:45:00,ETH15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-05T03:00:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T03:15:00,ETH15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-05T03:30:00,ETH15m,UP,0.9750,UP,YES,+0.0250,NO,,,,,,NO,,
2026-02-05T04:00:00,ETH15m,UP,0.9795,UP,YES,+0.0205,NO,,,,,,NO,,
2026-02-05T04:15:00,ETH15m,UP,0.9750,UP,YES,+0.0250,NO,,,,,,NO,,
2026-02-05T04:30:00,ETH15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-05T04:45:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T05:00:00,ETH15m,UP,0.9650,UP,YES,+0.0350,NO,,,,,,NO,,
2026-02-05T05:15:00,ETH15m,UP,0.9650,UP,YES,+0.0350,NO,,,,,,NO,,
2026-02-05T05:30:00,ETH15m,UP,0.9500,UP,YES,+0.0500,NO,,,,,,NO,,
2026-02-05T06:00:00,ETH15m,UP,0.9900,UP,YES,+0.0100,NO,,,,,,NO,,
2026-02-05T06:15:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,YES,EXIT_TIME,time_exit:remaining=60s_prob=88%,0.8750,-0.0800,,NO,,
2026-02-05T06:30:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:+0.682+prob_dropping:88%,0.8850,-0.0700,,NO,,
2026-02-05T06:45:00,ETH15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.399+prob_dropping:88%,0.8750,-0.0800,,NO,,
2026-02-05T07:00:00,ETH15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-05T07:15:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T07:30:00,ETH15m,DOWN,0.9865,DOWN,YES,+0.0135,NO,,,,,,NO,,
2026-02-05T07:45:00,ETH15m,DOWN,0.9935,DOWN,YES,+0.0065,NO,,,,,,NO,,
2026-02-05T08:00:00,ETH15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-05T08:15:00,ETH15m,DOWN,0.9500,DOWN,YES,+0.0500,NO,,,,,,NO,,
2026-02-05T08:30:00,ETH15m,UP,0.9900,UP,YES,+0.0100,NO,,,,,,NO,,
2026-02-05T08:45:00,ETH15m,DOWN,0.9500,DOWN,YES,+0.0500,NO,,,,,,NO,,
2026-02-05T09:00:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T09:15:00,ETH15m,DOWN,0.9650,DOWN,YES,+0.0350,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:+0.482+prob_dropping:80%,0.8050,-0.1600,,NO,,
2026-02-05T09:30:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T09:45:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T10:00:00,ETH15m,DOWN,0.9500,DOWN,YES,+0.0500,NO,,,,,,NO,,
2026-02-05T10:15:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T10:30:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T11:00:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T11:15:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T11:30:00,ETH15m,UP,0.9650,UP,YES,+0.0350,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.381+prob_dropping:72%,0.7150,-0.2500,,NO,,
2026-02-05T11:45:00,ETH15m,DOWN,0.9855,DOWN,YES,+0.0145,NO,,,,,,NO,,
2026-02-05T12:00:00,ETH15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-05T12:15:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T12:30:00,ETH15m,UP,0.9650,UP,YES,+0.0350,NO,,,,,,NO,,
2026-02-05T13:00:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T13:15:00,ETH15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-05T13:30:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T13:45:00,ETH15m,UP,0.9930,UP,YES,+0.0070,NO,,,,,,NO,,
2026-02-05T14:00:00,ETH15m,DOWN,0.9900,DOWN,YES,+0.0100,NO,,,,,,NO,,
2026-02-05T14:30:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T14:45:00,ETH15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-05T15:00:00,ETH15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.389+prob_dropping:78%,0.7750,-0.1800,,NO,,
2026-02-05T15:15:00,ETH15m,DOWN,0.9695,DOWN,YES,+0.0305,NO,,,,,,NO,,
2026-02-05T15:30:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T15:45:00,ETH15m,UP,0.9750,UP,YES,+0.0250,NO,,,,,,NO,,
2026-02-05T16:00:00,ETH15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-05T16:15:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,YES,EXIT_TIME,time_exit:remaining=21s_prob=86%,0.8650,-0.0900,,NO,,
2026-02-05T16:45:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T17:15:00,ETH15m,DOWN,0.9895,DOWN,YES,+0.0105,NO,,,,,,NO,,
2026-02-05T17:30:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T17:45:00,ETH15m,DOWN,0.9850,UP,NO,-0.9850,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:+0.687+prob_dropping:90%,0.8950,-0.0900,+0.8950,NO,,
2026-02-05T18:00:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T18:30:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T18:45:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T19:00:00,ETH15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.546+prob_dropping:90%,0.8950,-0.0600,,NO,,
2026-02-05T19:15:00,ETH15m,DOWN,0.9550,UP,NO,-0.9550,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:+0.609+prob_dropping:87%,0.8735,-0.0815,+0.8735,NO,,
2026-02-05T20:00:00,ETH15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-05T20:15:00,ETH15m,DOWN,0.9895,DOWN,YES,+0.0105,NO,,,,,,NO,,
2026-02-05T20:30:00,ETH15m,DOWN,0.9855,DOWN,YES,+0.0145,NO,,,,,,NO,,
2026-02-05T20:45:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T21:00:00,ETH15m,DOWN,0.9600,DOWN,YES,+0.0400,NO,,,,,,NO,,
2026-02-05T21:15:00,ETH15m,UP,0.9750,UP,YES,+0.0250,NO,,,,,,NO,,
2026-02-05T21:30:00,ETH15m,UP,0.9905,UP,YES,+0.0095,NO,,,,,,NO,,
2026-02-05T21:45:00,ETH15m,UP,0.9750,UP,YES,+0.0250,NO,,,,,,NO,,
2026-02-05T22:00:00,ETH15m,UP,0.9855,UP,YES,+0.0145,NO,,,,,,NO,,
2026-02-05T22:30:00,ETH15m,UP,0.9500,UP,YES,+0.0500,NO,,,,,,NO,,
2026-02-05T22:45:00,ETH15m,UP,0.9650,UP,YES,+0.0350,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.369+prob_dropping:90%,0.8950,-0.0700,,NO,,
2026-02-05T23:00:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T23:15:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T23:30:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T23:45:00,ETH15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-06T00:00:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T00:15:00,ETH15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_TIME,time_exit:remaining=29s_prob=90%,0.8950,-0.0600,,NO,,
2026-02-06T00:30:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T01:00:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T01:15:00,ETH15m,UP,0.9650,UP,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T01:30:00,ETH15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-06T01:45:00,ETH15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-06T02:00:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T02:15:00,ETH15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T02:30:00,ETH15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-06T02:45:00,ETH15m,UP,0.9925,UP,YES,+0.0075,NO,,,,,,NO,,
2026-02-06T03:00:00,ETH15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T03:15:00,ETH15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T03:30:00,ETH15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-06T03:45:00,ETH15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T04:00:00,ETH15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-06T04:15:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T04:30:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T04:45:00,ETH15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T05:00:00,ETH15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_TIME,time_exit:remaining=51s_prob=90%,0.8950,-0.0600,,NO,,
2026-02-06T05:15:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T05:30:00,ETH15m,DOWN,0.9500,DOWN,YES,+0.0500,YES,EXIT_TIME,time_exit:remaining=54s_prob=84%,0.8350,-0.1150,,NO,,
2026-02-06T05:45:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T06:00:00,ETH15m,UP,0.9500,UP,YES,+0.0500,NO,,,,,,NO,,
2026-02-06T06:15:00,ETH15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-06T06:30:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T06:45:00,ETH15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.388+prob_dropping:90%,0.8950,-0.0600,,NO,,
2026-02-06T07:00:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T07:15:00,ETH15m,UP,0.9650,UP,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T08:00:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T08:15:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T08:30:00,ETH15m,UP,0.9550,DOWN,NO,-0.9550,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.431+prob_dropping:90%,0.8950,-0.0600,+0.8950,NO,,
2026-02-06T08:45:00,ETH15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.393+prob_dropping:90%,0.8950,-0.0600,,NO,,
2026-02-06T09:00:00,ETH15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-06T09:15:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T10:00:00,ETH15m,UP,0.9650,UP,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T10:30:00,ETH15m,UP,0.9650,UP,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T11:00:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T11:15:00,ETH15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.368+prob_dropping:86%,0.8650,-0.0900,,NO,,
2026-02-06T11:30:00,ETH15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-06T11:45:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:+0.412+prob_dropping:88%,0.8750,-0.0800,,NO,,
2026-02-06T12:00:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T12:15:00,ETH15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.362+prob_dropping:90%,0.8950,-0.0600,,NO,,
2026-02-06T12:30:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T12:45:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T13:00:00,ETH15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-06T13:15:00,ETH15m,UP,0.9650,UP,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T14:00:00,ETH15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.749+prob_dropping:84%,0.8450,-0.1100,,NO,,
2026-02-06T14:15:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T14:30:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T14:45:00,ETH15m,DOWN,0.9650,DOWN,YES,+0.0350,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:+0.740+prob_dropping:88%,0.8850,-0.0800,,NO,,
2026-02-06T15:00:00,ETH15m,DOWN,0.9855,DOWN,YES,+0.0145,NO,,,,,,NO,,
2026-02-06T15:15:00,ETH15m,DOWN,0.9695,DOWN,YES,+0.0305,NO,,,,,,NO,,
2026-02-06T15:30:00,ETH15m,UP,0.9850,UP,YES,+0.0150,YES,FLIP,flip:4/5_signals,0.9850,+0.0000,,YES,DOWN,-0.4925
2026-02-06T15:45:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T16:00:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T16:15:00,ETH15m,UP,0.9750,UP,YES,+0.0250,NO,,,,,,NO,,
2026-02-06T16:45:00,ETH15m,UP,0.9855,UP,YES,+0.0145,NO,,,,,,NO,,
2026-02-06T17:00:00,ETH15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-06T17:15:00,ETH15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.858+prob_dropping:90%,0.8950,-0.0600,,NO,,
2026-02-06T17:30:00,ETH15m,UP,0.9925,UP,YES,+0.0075,NO,,,,,,NO,,
2026-02-06T17:45:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T18:00:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T18:15:00,ETH15m,UP,0.9650,UP,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T18:30:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T18:45:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T19:00:00,ETH15m,DOWN,0.9645,DOWN,YES,+0.0355,YES,EXIT_TIME,time_exit:remaining=58s_prob=90%,0.8950,-0.0695,,NO,,
2026-02-06T19:15:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T19:30:00,ETH15m,UP,0.9925,UP,YES,+0.0075,NO,,,,,,NO,,
2026-02-06T19:45:00,ETH15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.557+prob_dropping:88%,0.8750,-0.0800,,NO,,
2026-02-06T20:00:00,ETH15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T20:30:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T21:00:00,ETH15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-06T21:15:00,ETH15m,DOWN,0.9500,DOWN,YES,+0.0500,NO,,,,,,NO,,
2026-02-06T21:30:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T21:45:00,ETH15m,UP,0.9895,UP,YES,+0.0105,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.728+prob_dropping:86%,0.8645,-0.1250,,NO,,
2026-02-06T22:00:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T22:15:00,ETH15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-06T22:30:00,ETH15m,UP,0.9750,UP,YES,+0.0250,NO,,,,,,NO,,
2026-02-06T22:45:00,ETH15m,UP,0.9890,UP,YES,+0.0110,NO,,,,,,NO,,
2026-02-06T23:30:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:+0.390+prob_dropping:88%,0.8750,-0.0800,,NO,,
2026-02-07T00:00:00,ETH15m,UP,0.9850,UP,YES,+0.0150,YES,FLIP,flip:4/5_signals,0.9890,+0.0040,,YES,DOWN,-0.4945
2026-02-07T00:15:00,ETH15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.496+prob_dropping:86%,0.8600,-0.0950,,NO,,
2026-02-07T00:30:00,ETH15m,DOWN,0.9550,UP,NO,-0.9550,YES,EXIT_TIME,time_exit:remaining=8s_prob=76%,0.7600,-0.1950,+0.7600,NO,,
2026-02-07T01:00:00,ETH15m,UP,0.9750,UP,YES,+0.0250,NO,,,,,,NO,,
2026-02-07T01:15:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T01:30:00,ETH15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-07T01:45:00,ETH15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-07T02:00:00,ETH15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-07T02:45:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T03:00:00,ETH15m,UP,0.9650,DOWN,NO,-0.9650,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.375+prob_dropping:86%,0.8650,-0.1000,+0.8650,NO,,
2026-02-07T03:15:00,ETH15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-07T03:30:00,ETH15m,UP,0.9550,DOWN,NO,-0.9550,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.451+prob_dropping:90%,0.8950,-0.0600,+0.8950,NO,,
2026-02-07T03:45:00,ETH15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-07T04:00:00,ETH15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-07T04:15:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T04:30:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T04:45:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T06:00:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T06:15:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T06:30:00,ETH15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-07T07:00:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T07:15:00,ETH15m,UP,0.9750,UP,YES,+0.0250,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.569+prob_dropping:86%,0.8650,-0.1100,,NO,,
2026-02-07T07:30:00,ETH15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-07T07:45:00,ETH15m,UP,0.9550,UP,YES,+0.0450,YES,FLIP,flip:4/5_signals,0.9350,-0.0200,,YES,DOWN,-0.4675
2026-02-07T08:15:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:+0.434+prob_dropping:84%,0.8350,-0.1200,,NO,,
2026-02-07T08:45:00,ETH15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-07T09:00:00,ETH15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-07T09:15:00,ETH15m,UP,0.9855,UP,YES,+0.0145,NO,,,,,,NO,,
2026-02-07T09:30:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T10:15:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T10:30:00,ETH15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-07T10:45:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T11:00:00,ETH15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.384+prob_dropping:86%,0.8650,-0.0900,,NO,,
2026-02-07T11:15:00,ETH15m,UP,0.9550,DOWN,NO,-0.9550,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.606+prob_dropping:86%,0.8650,-0.0900,+0.8650,NO,,
2026-02-07T11:30:00,ETH15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-07T11:45:00,ETH15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-07T12:00:00,ETH15m,UP,0.9695,UP,YES,+0.0305,NO,,,,,,NO,,
2026-02-07T12:15:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T12:45:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-07T13:45:00,ETH15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-07T14:00:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,YES,FLIP,flip:4/5_signals,0.9850,+0.0300,,YES,UP,-0.4925
2026-02-07T14:15:00,ETH15m,UP,0.9750,UP,YES,+0.0250,NO,,,,,,NO,,
2026-02-07T14:30:00,ETH15m,UP,0.9925,UP,YES,+0.0075,NO,,,,,,NO,,
2026-02-04T23:15:00,SOL15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
